|,|__birthdate,|__college,|__first_name,|__full_name,|__gsis_id,|__gsis_name,|__height,|__last_name,|__number,|__position,|__profile_id,|__profile_url,|__status,|__team,|__weight,|__years_pro
00-0018957,1/16/1977,Kansas State,Mark,Mark Simoneau,00-0018957,M.Simoneau,72,Simoneau,,,2503901,http://www.nfl.com/player/marksimoneau/2503901/pro...,,,245,10
00-0018958,12/29/1977,Florida State,Laveranues,Laveranues Coles,00-0018958,L.Coles,71,Coles,,,2503902,http://www.nfl.com/player/laveranuescoles/2503902/...,,,200,11
00-0018970,8/29/1977,Washington State,Rob,Rob Meier,00-0018970,R.Meier,77,Meier,,,2503912,http://www.nfl.com/player/robmeier/2503912/profile,,,315,9
00-0019041,4/28/1976,Fresno State,Billy,Billy Volek,00-0019041,B.Volek,74,Volek,,,2503939,http://www.nfl.com/player/billyvolek/2503939/profi...,,,214,12
00-0019100,11/11/1976,Western Carolina,Brad,Brad Hoover,00-0019100,B.Hoover,72,Hoover,,,2503969,http://www.nfl.com/player/bradhoover/2503969/profi...,,,245,10
00-0019104,11/26/1977,Richmond,Paris,Paris Lenon,00-0019104,P.Lenon,74,Lenon,51,,2503971,http://www.nfl.com/player/parislenon/2503971/profi...,,,240,12
00-0019127,3/18/1978,Vanderbilt,Todd,Todd Yoder,00-0019127,T.Yoder,76,Yoder,,,2503980,http://www.nfl.com/player/toddyoder/2503980/profil...,,,251,10
00-0019133,9/21/1977,Robert Morris,Hank,Hank Fraley,00-0019133,H.Fraley,75,Fraley,,,2503982,http://www.nfl.com/player/hankfraley/2503982/profi...,,,310,12
00-0019135,03/11/1977,New Hampshire,Dan,Dan Kreider,00-0019135,D.Kreider,71,Kreider,,,2503984,http://www.nfl.com/player/dankreider/2503984/profi...,,,250,10
00-0019188,12/21/1976,Baylor,Justin,Justin Snow,00-0019188,J.Snow,75,Snow,,,2503999,http://www.nfl.com/player/justinsnow/2503999/profi...,,,245,13
00-0019213,3/13/1978,Sacramento State,Lonie,Lonie Paxton,00-0019213,L.Paxton,74,Paxton,,,2504013,http://www.nfl.com/player/loniepaxton/2504013/prof...,,,270,13
00-0019242,05/05/1976,Washington,Dane,Dane Looker,00-0019242,D.Looker,72,Looker,,,2504020,http://www.nfl.com/player/danelooker/2504020/profi...,,,194,9
00-0019246,08/09/1977,Indiana,Adewale,Adewale Ogunleye,00-0019246,A.Ogunleye,76,Ogunleye,,,2504022,http://www.nfl.com/player/adewaleogunleye/2504022/...,,,260,11
00-0019276,6/23/1977,Rutgers,Shaun,Shaun O'Hara,00-0019276,S.O'Hara,75,O'Hara,,,2504034,http://www.nfl.com/player/shauno'hara/2504034/prof...,,,303,11
00-0019281,03/12/1977,Northern Iowa,Mike,Mike Furrey,00-0019281,M.Furrey,72,Furrey,,,2504036,http://www.nfl.com/player/mikefurrey/2504036/profi...,,,192,8
00-0019310,1/20/1977,Washington State,Rian,Rian Lindell,00-0019310,R.Lindell,75,Lindell,4,,2504046,http://www.nfl.com/player/rianlindell/2504046/prof...,,,227,14
00-0019387,02/04/1977,Michigan,James,James Hall,00-0019387,J.Hall,74,Hall,,,2504071,http://www.nfl.com/player/jameshall/2504071/profil...,,,265,12
00-0019435,10/18/1976,William & Mary,Mike,Mike Leach,00-0019435,M.Leach,74,Leach,82,,2504089,http://www.nfl.com/player/mikeleach/2504089/profil...,,,235,16
00-0019456,5/25/1978,New Mexico,Brian,Brian Urlacher,00-0019456,B.Urlacher,76,Urlacher,,,2504098,http://www.nfl.com/player/brianurlacher/2504098/pr...,,,258,13
00-0019457,08/08/1977,West Virginia,Anthony,Anthony Becht,00-0019457,A.Becht,78,Becht,,,2504099,http://www.nfl.com/player/anthonybecht/2504099/pro...,,,270,12
00-0019467,07/08/1978,Ohio State,Na'il,Na'il Diggs,00-0019467,N.Diggs,76,Diggs,,,2504109,http://www.nfl.com/player/na'ildiggs/2504109/profi...,,,240,12
00-0019484,3/23/1977,Texas Tech,Sammy,Sammy Morris,00-0019484,S.Morris,72,Morris,,,2504126,http://www.nfl.com/player/sammymorris/2504126/prof...,,,220,12
00-0019502,6/17/1977,Wisconsin,Mark,Mark Tauscher,00-0019502,M.Tauscher,75,Tauscher,,,2504144,http://www.nfl.com/player/marktauscher/2504144/pro...,,,320,11
00-0019503,8/23/1977,Ohio State,Kevin,Kevin Houser,00-0019503,K.Houser,74,Houser,,,2504145,http://www.nfl.com/player/kevinhouser/2504145/prof...,,,252,11
00-0019506,05/09/1977,Illinois,Danny,Danny Clark,00-0019506,D.Clark,74,Clark,,,2504147,http://www.nfl.com/player/dannyclark/2504147/profi...,,,245,12
00-0019536,12/09/1977,Virginia Tech,Shayne,Shayne Graham,00-0019536,S.Graham,72,Graham,6,,2504162,http://www.nfl.com/player/shaynegraham/2504162/pro...,,,210,13
00-0019537,3/31/1976,Minnesota,Tyrone,Tyrone Carter,00-0019537,T.Carter,69,Carter,,,2504163,http://www.nfl.com/player/tyronecarter/2504163/pro...,,,195,11
00-0019538,01/10/1977,Colorado State,Clark,Clark Haggans,00-0019538,C.Haggans,76,Haggans,,,2504164,http://www.nfl.com/player/clarkhaggans/2504164/pro...,,,243,13
00-0019545,6/24/1977,Tennessee,Shaun,Shaun Ellis,00-0019545,S.Ellis,77,Ellis,,,2504170,http://www.nfl.com/player/shaunellis/2504170/profi...,,,290,12
00-0019546,05/06/1978,South Carolina,John,John Abraham,00-0019546,J.Abraham,76,Abraham,55,,2504171,http://www.nfl.com/player/johnabraham/2504171/prof...,,,263,15
00-0019548,10/14/1976,Arizona State,Brian,Brian Jennings,00-0019548,B.Jennings,77,Jennings,,,2504173,http://www.nfl.com/player/brianjennings/2504173/pr...,,,242,14
00-0019559,6/26/1976,Marshall,Chad,Chad Pennington,00-0019559,C.Pennington,75,Pennington,,,2504181,http://www.nfl.com/player/chadpennington/2504181/p...,,,225,11
00-0019560,3/14/1979,Tennessee,Deon,Deon Grant,00-0019560,D.Grant,74,Grant,,,2504182,http://www.nfl.com/player/deongrant/2504182/profil...,,,215,12
00-0019573,11/15/1977,Michigan State,Robaire,Robaire Smith,00-0019573,R.Smith,77,Smith,,,2504194,http://www.nfl.com/player/robairesmith/2504194/pro...,,,310,11
00-0019586,2/17/1977,Hawaii,Jeff,Jeff Ulbrich,00-0019586,J.Ulbrich,72,Ulbrich,,,2504203,http://www.nfl.com/player/jeffulbrich/2504203/prof...,,,240,10
00-0019587,03/12/1978,Arizona State,Terrelle,Terrelle Smith,00-0019587,T.Smith,72,Smith,,,2504204,http://www.nfl.com/player/terrellesmith/2504204/pr...,,,246,10
00-0019593,8/18/1977,Southern Mississippi,Adalius,Adalius Thomas,00-0019593,A.Thomas,74,Thomas,,,2504209,http://www.nfl.com/player/adaliusthomas/2504209/pr...,,,270,10
00-0019596,08/03/1977,Michigan,Tom,Tom Brady,00-0019596,T.Brady,76,Brady,12,QB,2504211,http://www.nfl.com/player/tombrady/2504211/profile,ACT,NE,225,18
00-0019599,04/05/1977,West Virginia,Marc,Marc Bulger,00-0019599,M.Bulger,75,Bulger,,,2504214,http://www.nfl.com/player/marcbulger/2504214/profi...,,,208,10
00-0019605,11/19/1976,Kansas State,Darren,Darren Howard,00-0019605,D.Howard,75,Howard,,,2504220,http://www.nfl.com/player/darrenhoward/2504220/pro...,,,260,10
00-0019613,9/16/1978,Nebraska,Ralph,Ralph Brown,00-0019613,R.Brown,70,Brown,,,2504228,http://www.nfl.com/player/ralphbrown/2504228/profi...,,,185,10
00-0019626,01/11/1976,Central State (Ohio),Alfonso,Alfonso Boone,00-0019626,A.Boone,75,Boone,,,2504240,http://www.nfl.com/player/alfonsoboone/2504240/pro...,,,320,11
00-0019629,9/25/1976,Arkansas,Bobbie,Bobbie Williams,00-0019629,B.Williams,76,Williams,,,2504242,http://www.nfl.com/player/bobbiewilliams/2504242/p...,,,345,13
00-0019630,8/17/1978,Mississippi,Kendrick,Kendrick Clancy,00-0019630,K.Clancy,73,Clancy,,,2504243,http://www.nfl.com/player/kendrickclancy/2504243/p...,,,305,11
00-0019632,08/11/1977,Florida,Cooper,Cooper Carlisle,00-0019632,C.Carlisle,77,Carlisle,,,2504245,http://www.nfl.com/player/coopercarlisle/2504245/p...,,,310,13
00-0019635,2/22/1978,Michigan,Dhani,Dhani Jones,00-0019635,D.Jones,73,Jones,,,2504248,http://www.nfl.com/player/dhanijones/2504248/profi...,,,236,11
00-0019640,7/28/1977,Alabama,Chris,Chris Samuels,00-0019640,C.Samuels,77,Samuels,,,2504251,http://www.nfl.com/player/chrissamuels/2504251/pro...,,,314,10
00-0019641,8/19/1978,Virginia,Thomas,Thomas Jones,00-0019641,T.Jones,70,Jones,,,2504252,http://www.nfl.com/player/thomasjones/2504252/prof...,,,212,12
00-0019642,08/12/1977,Michigan State,Plaxico,Plaxico Burress,00-0019642,P.Burress,77,Burress,80,,2504253,http://www.nfl.com/player/plaxicoburress/2504253/p...,,,232,12
00-0019645,1/30/1977,California,Deltha,Deltha O'Neal,00-0019645,D.O'Neal,71,O'Neal,,,2504256,http://www.nfl.com/player/delthao'neal/2504256/pro...,,,194,10
00-0019646,03/02/1978,Florida State,Sebastian,Sebastian Janikowski,00-0019646,S.Janikowski,73,Janikowski,11,K,2504257,http://www.nfl.com/player/sebastianjanikowski/2504...,ACT,OAK,265,18
00-0019648,04/04/1977,Syracuse,Keith,Keith Bulluck,00-0019648,K.Bulluck,75,Bulluck,,,2504259,http://www.nfl.com/player/keithbulluck/2504259/pro...,,,235,11
00-0019650,12/22/1977,Arizona,Dennis,Dennis Northcutt,00-0019650,D.Northcutt,71,Northcutt,,,2504261,http://www.nfl.com/player/dennisnorthcutt/2504261/...,,,172,11
00-0019664,3/25/1977,Kansas State,Damion,Damion McIntosh,00-0019664,D.McIntosh,76,McIntosh,,,2504275,http://www.nfl.com/player/damionmcintosh/2504275/p...,,,320,10
00-0019666,7/15/1977,Virginia,John St.,John St. Clair,00-0019666,J.St. Clair,78,Clair,,,2504277,http://www.nfl.com/player/johnst.clair/2504277/pro...,,,320,11
00-0019676,8/16/1976,Illinois,Neil,Neil Rackers,00-0019676,N.Rackers,73,Rackers,,,2504287,http://www.nfl.com/player/neilrackers/2504287/prof...,,,207,13
00-0019681,8/19/1976,Missouri State,Brad St.,Brad St. Louis,00-0019681,B.St. Louis,75,Louis,,,2504291,http://www.nfl.com/player/bradst.louis/2504291/pro...,,,243,10
00-0019693,8/26/1979,Tennessee,Jamal,Jamal Lewis,00-0019693,J.Lewis,71,Lewis,,,2504298,http://www.nfl.com/player/jamallewis/2504298/profi...,,,245,10
00-0019695,7/28/1978,Michigan State,Julian,Julian Peterson,00-0019695,J.Peterson,75,Peterson,,,2504300,http://www.nfl.com/player/julianpeterson/2504300/p...,,,240,11
00-0019696,05/12/1978,Boston College,Chris,Chris Hovan,00-0019696,C.Hovan,74,Hovan,,,2504301,http://www.nfl.com/player/chrishovan/2504301/profi...,,,296,11
00-0019699,2/13/1978,Nebraska,Mike,Mike Brown,00-0019699,M.Brown,70,Brown,,,2504304,http://www.nfl.com/player/mikebrown/2504304/profil...,,,207,10
00-0019700,12/03/1976,Alabama,Cornelius,Cornelius Griffin,00-0019700,C.Griffin,76,Griffin,,,2504305,http://www.nfl.com/player/corneliusgriffin/2504305...,,,303,10
00-0019702,6/26/1976,Tennessee,Chad,Chad Clifton,00-0019702,C.Clifton,77,Clifton,,,2504307,http://www.nfl.com/player/chadclifton/2504307/prof...,,,320,12
00-0019706,3/26/1977,Wake Forest,Fred,Fred Robbins,00-0019706,F.Robbins,76,Robbins,,,2504311,http://www.nfl.com/player/fredrobbins/2504311/prof...,,,322,12
00-0019709,07/07/1977,Louisville,Chris,Chris Redman,00-0019709,C.Redman,75,Redman,,,2504314,http://www.nfl.com/player/chrisredman/2504314/prof...,,,225,10
00-0019710,8/31/1977,Pittsburgh,Hank,Hank Poteat,00-0019710,H.Poteat,70,Poteat,,,2504315,http://www.nfl.com/player/hankpoteat/2504315/profi...,,,195,10
00-0019714,08/07/1976,Texas A&M,Shane,Shane Lechler,00-0019714,S.Lechler,74,Lechler,9,P,2504319,http://www.nfl.com/player/shanelechler/2504319/pro...,ACT,HOU,240,18
00-0019724,3/26/1977,LSU,Mark,Mark Roman,00-0019724,M.Roman,71,Roman,,,2504323,http://www.nfl.com/player/markroman/2504323/profil...,,,205,10
00-0019733,09/10/1974,Fort Valley State,Nick,Nick Harper,00-0019733,N.Harper,70,Harper,,,2504330,http://www.nfl.com/player/nickharper/2504330/profi...,,,182,9
00-0019770,5/23/1976,Michigan,Jay,Jay Feely,00-0019770,J.Feely,70,Feely,0,,2504343,http://www.nfl.com/player/jayfeely/2504343/profile,,,208,14
00-0019778,05/03/1978,Troy,Lawrence,Lawrence Tynes,00-0019778,L.Tynes,73,Tynes,,,2504346,http://www.nfl.com/player/lawrencetynes/2504346/pr...,,,194,10
00-0019794,07/12/1979,Illinois State,Aveion,Aveion Cason,00-0019794,A.Cason,70,Cason,,,2504353,http://www.nfl.com/player/aveioncason/2504353/prof...,,,215,9
00-0019809,12/03/1977,Cincinnati,Troy,Troy Evans,00-0019809,T.Evans,75,Evans,,,2504358,http://www.nfl.com/player/troyevans/2504358/profil...,,,238,9
00-0019863,1/17/1979,Midwestern State,Dominic,Dominic Rhodes,00-0019863,D.Rhodes,69,Rhodes,,,2504378,http://www.nfl.com/player/dominicrhodes/2504378/pr...,,,203,10
00-0019921,5/17/1978,Iowa,Jason,Jason Baker,00-0019921,J.Baker,74,Baker,,,2504395,http://www.nfl.com/player/jasonbaker/2504395/profi...,,,205,11
00-0019940,04/06/1976,Brigham Young,Chris,Chris Hoke,00-0019940,C.Hoke,74,Hoke,,,2504405,http://www.nfl.com/player/chrishoke/2504405/profil...,,,305,11
00-0019954,4/13/1978,Mississippi,Keydrick,Keydrick Vincent,00-0019954,K.Vincent,77,Vincent,,,2504410,http://www.nfl.com/player/keydrickvincent/2504410/...,,,325,10
00-0019986,5/15/1978,Oklahoma State,Juqua,Juqua Parker,00-0019986,J.Parker,74,Parker,,,2504423,http://www.nfl.com/player/juquaparker/2504423/prof...,,,250,12
00-0019993,8/29/1976,Augustana (S.D.),Kevin,Kevin Kaesviharn,00-0019993,K.Kaesviharn,73,Kaesviharn,,,2504426,http://www.nfl.com/player/kevinkaesviharn/2504426/...,,,200,9
00-0020006,10/26/1978,Arizona,Antonio,Antonio Pierce,00-0020006,A.Pierce,73,Pierce,,,2504433,http://www.nfl.com/player/antoniopierce/2504433/pr...,,,238,9
00-0020055,09/03/1979,Georgia,Demetric,Demetric Evans,00-0020055,D.Evans,76,Evans,,,2504457,http://www.nfl.com/player/demetricevans/2504457/pr...,,,275,9
00-0020107,7/31/1978,Virginia Tech,Nick,Nick Sorensen,00-0020107,N.Sorensen,75,Sorensen,,,2504474,http://www.nfl.com/player/nicksorensen/2504474/pro...,,,210,10
00-0020138,3/30/1979,Western Illinois,Rich,Rich Seubert,00-0020138,R.Seubert,75,Seubert,,,2504486,http://www.nfl.com/player/richseubert/2504486/prof...,,,310,10
00-0020139,10/11/1977,South Dakota,Josh,Josh Stamer,00-0020139,J.Stamer,74,Stamer,,,2504487,http://www.nfl.com/player/joshstamer/2504487/profi...,,,242,7
00-0020199,02/05/1978,San Diego State,Brian,Brian Russell,00-0020199,B.Russell,74,Russell,,,2504512,http://www.nfl.com/player/brianrussell/2504512/pro...,,,210,8
00-0020245,6/26/1980,Virginia Tech,Mike,Mike Vick,00-0020245,M.Vick,72,Vick,2,,2504531,http://www.nfl.com/player/mikevick/2504531/profile,,,210,15
00-0020260,3/26/1979,Texas A&M - Kingsville,Roberto,Roberto Garza,00-0020260,R.Garza,74,Garza,63,,2504538,http://www.nfl.com/player/robertogarza/2504538/pro...,,,310,14
00-0020267,7/23/1978,California,Nick,Nick Harris,00-0020267,N.Harris,74,Harris,,,2504542,http://www.nfl.com/player/nickharris/2504542/profi...,,,218,12
00-0020268,08/09/1979,Penn State,Tony,Tony Stewart,00-0020268,T.Stewart,77,Stewart,,,2504543,http://www.nfl.com/player/tonystewart/2504543/prof...,,,260,10
00-0020270,10/06/1978,Nebraska,Correll,Correll Buckhalter,00-0020270,C.Buckhalter,72,Buckhalter,,,2504545,http://www.nfl.com/player/correllbuckhalter/250454...,,,223,10
00-0020278,8/31/1979,Vanderbilt,Matt,Matt Stewart,00-0020278,M.Stewart,75,Stewart,,,2504550,http://www.nfl.com/player/mattstewart/2504550/prof...,,,239,10
00-0020280,3/17/1977,Kentucky,Marlon,Marlon McCree,00-0020280,M.McCree,71,McCree,,,2504551,http://www.nfl.com/player/marlonmccree/2504551/pro...,,,204,9
00-0020285,12/23/1977,North Carolina,Alge,Alge Crumpler,00-0020285,A.Crumpler,74,Crumpler,,,2504554,http://www.nfl.com/player/algecrumpler/2504554/pro...,,,275,10
00-0020286,07/12/1979,Texas A&M;,Ron,Ron Edwards,00-0020286,R.Edwards,75,Edwards,,,2504555,http://www.nfl.com/player/ronedwards/2504555/profi...,,,325,12
00-0020301,11/12/1978,Michigan State,Renaldo,Renaldo Hill,00-0020301,R.Hill,71,Hill,,,2504564,http://www.nfl.com/player/renaldohill/2504564/prof...,,,205,10
00-0020305,5/16/1977,Oregon,A.J.,A.J. Feeley,00-0020305,A.Feeley,75,Feeley,,,2504566,http://www.nfl.com/player/a.j.feeley/2504566/profi...,,,216,11
00-0020329,11/03/1976,South Florida,Anthony,Anthony Henry,00-0020329,A.Henry,73,Henry,,,2504587,http://www.nfl.com/player/anthonyhenry/2504587/pro...,,,207,9
00-0020332,3/13/1979,Tennessee,David,David Martin,00-0020332,D.Martin,76,Martin,,,2504590,http://www.nfl.com/player/davidmartin/2504590/prof...,,,264,10
00-0020337,05/12/1979,Utah,Steve,Steve Smith,00-0020337,S.Smith,69,Smith,89,,2504595,http://www.nfl.com/player/stevesmith/2504595/profi...,,,195,17
00-0020342,01/04/1980,Arizona,Brandon,Brandon Manumaleuna,00-0020342,B.Manumaleuna,74,Manumaleuna,,,2504600,http://www.nfl.com/player/brandonmanumaleuna/25046...,,,295,10
00-0020344,8/17/1978,Purdue,Brandon,Brandon Gorin,00-0020344,B.Gorin,78,Gorin,,,2504602,http://www.nfl.com/player/brandongorin/2504602/pro...,,,308,8
00-0020348,11/15/1978,Mississippi State,Floyd,Floyd Womack,00-0020348,F.Womack,76,Womack,,,2504606,http://www.nfl.com/player/floydwomack/2504606/prof...,,,328,11
00-0020368,8/18/1977,Minnesota,Ben,Ben Hamilton,00-0020368,B.Hamilton,77,Hamilton,,,2504622,http://www.nfl.com/player/benhamilton/2504622/prof...,,,290,10
00-0020380,08/03/1979,Maryland,Kris,Kris Jenkins,00-0020380,K.Jenkins,76,Jenkins,,,2504634,http://www.nfl.com/player/krisjenkins/2504634/prof...,,,360,10
00-0020382,11/17/1978,Nebraska,Kyle Vanden,Kyle Vanden Bosch,00-0020382,K.Vanden Bosch,76,Bosch,,,2504636,http://www.nfl.com/player/kylevandenbosch/2504636/...,,,278,12
00-0020384,6/15/1979,Western Illinois,William,William James,00-0020384,W.James,72,James,,,2504638,http://www.nfl.com/player/williamjames/2504638/pro...,,,200,10
